AAA,Anaa
VBA,Ann
VBC,Mandalay Chanmyathazi 
VBG,Vandenberg AFB
VBM,Blue Mountain
VBP,Bokpyin 
VBS,Montichiari 
VBV,Vanuabalavu
VBY,Visby 
VCA,Can Tho 
VCB,View Cove
VCC,New Vacaria 
VCD,Victoria River Downs
VCE,Venise
VCF,Valcheta 
VCH,Vichadero
VCL,Chu Lai 
VCP,Viracopos 
VCR,Carora
VCS,Con Dao
VCT,County-Foster
VCV,Southern California Logistics
VDA,Ovda 
VDB,Valdres Lufthavn Leirin
VDC,Vitoria Da Conquista 
VDE,Hierro 
VDH,Dong Hoi 
VDI,Vidalia Municipal 
VDM,Gobernador Edgardo Castello 
VDO,Van Don
VDP,Valle De Pascua
VDR,Villa Dolores
VDS,Vadso 
VDU,Tom O'Connor Oilfield
VDY,Jindal
VDZ,Valdez Municipal 
VEE,Venetie
VEG,Maikwak
VEL,Vernal Regional 
VEO,Severo-Yeniseyskiy 
VER,Veracruz 
VEV,Barakoma
VEX,Tioga Municipal 
VEY,Vestmannaeyjar
VFA,Victoria Falls 
VGA,Vijayawada 
VGD,Vologda 
VGG,Vangrieng
VGO,Vigo 
VGS,General Villegas
VGT,North Air Terminal
VGZ,Villagarzon
VHC,Saurimo
VHM,Vilhelmina 
VHN,Culberson County
VHV,Verhnevilyuisk
VHY,Charmeil
VHZ,Vahitahi
VIA,Vienna
VIB,Villa Constitucion
VIC,Trissino
VIE,Vienne
VIF,Vieste
VIG,El Vigia
VIH,Rolla National
VII,Vinh 
VIJ,Virgin Gorda 
VIK,Airstrip
VIL,Dakhla 
VIN,Havryshivka Vinnytsia 
VIQ,Viqueque
VIR,Virginia
VIS,Visalia
VIT,Vitoria 
VIU,Viru Harbour Airstrip
VIV,Vivigani
VIX,Eurico de Aguiar Salles 
VIY,Villa Coublay
VJB,Xai Xai
VJI,Virginia Highlands
VJQ,Gurue
VKG,Rach Gia 
VKO,Vnukovo 
VKS,Vicksburg
VKT,Vorkuta 
VKV,Vaskovo 
VKW,West Kavik
VLA,Vandalia
VLC,Valencia 
VLD,Valdosta Regional 
VLE,J t Robidoux
VLG,Villa Gesell
VLI,Bauerfield 
VLK,Volgodonsk
VLL,Valladolid 
VLM,Villamontes
VLN,Arturo Michelena 
VLO,Stolport
VLP,Vila Rica
VLR,Vallenar
VLS,Valesdir
VLU,Velikiye Luki
VLV,Carvajal
VLY,Anglesey 
VME,Villa Mercedes
VMI,INC
VMU,Baimuru
VNA,Saravane
VNC,Venice Municipalcipal
VND,Vangaindrano
VNE,Meucon
VNG,Viengxay
VNO,Vilnius 
VNR,Vanrook
VNS,Varanasi 
VNT,Ventspils 
VNX,Vilanculos 
VNY,Van Nuys 
VOD,Vodochody
VOG,Volgograd 
VOH,Vohemar
VOI,Voinjama
VOK,Volk Field
VOL,Nea Anchialos
VOT,Votuporanga
VOZ,Voronezh 
VPE,Ondjiva
VPG,Vipingo
VPN,Vopnafjordur
VPS,Destin Fort Walton Beach 
VPY,Chimoio 
VPZ,Porter County
VQQ,Cecil Field
VQS,Antonio Rivera Rodriguez 
VRA,Juan Gualberto Gomez 
VRB,Vero Beach Municipal 
VRC,Virac 
VRE,Vredendal
VRI,Varandey
VRK,Varkaus
VRL,Vila Real 
VRN,Verona Villafranca 
VRO,Kawama
VRS,Versailles
VRU,Vryburg
VRY,Stolport (Not operational)
VRZ,Lavras 
VSA,Carlos Rovirosa Perez 
VSE,Viseu 
VSF,State
VSG,Lugansk
VSK,Vista Field
VSO,Phuoclong
VST,Vasteras/Hasslo 
VSV,Shravasti 
VTA,Victoria
VTB,Vitebsk
VTE,Wattay 
VTF,Vatulele
VTG,Vung Tau
VTL,Vittel
VTM,Nevatim AFB
VTN,Miller Field
VTU,Las Tunas
VTZ,Vishakhapatnam 
VUP,Valledupar 
VUS,Velikij Ustyug 
VUU,Mvuu Camp
VVB,Mahanoro
VVC,La Vanguardia 
VVI,Viru Viru 
VVK,Vastervik
VVN,Malvinas
VVO,Vladivostok 
VVZ,Illizi 
VXC,Lichinga 
VXE,Cesaria Evora 
VXO,Vaxjo 
VYD,Vryheid
VYI,Vilyuisk
VYS,Illinois Valley Regnl
WAA,Wales 
WAB,Wabag
WAC,Waca
WAD,Andriamena
WAE,Wadi Ad Dawasir 
WAF,Wana
WAG,Wanganui 
WAH,Wahpeton
WAI,Antsohihy
WAJ,Wawoi Falls
WAK,Ankazoabo
WAL,Wallops Flight Center
WAM,Ambatondrazaka
WAN,Waverney
WAO,Wabo
WAP,Alto Palena
WAQ,Antsalova
WAR,Waris
WAT,Waterford
WAU,Wauchope
WAV,Kalkgurung
WAW,Varsovie 
WAX,Zuwarah
WAY,Greene County
WAZ,Warwick
WBA,Wahai
WBB,Stebbins 
WBC,Wapolu
WBD,Befandriana
WBE,Bealanana
WBG,Schleswig-jagel
WBI,Broker Inn
WBK,Community
WBM,Wapenamanda 
WBN,Cummings Park
WBO,Beroroha
WBQ,Beaver
WBR,Big Rapids
WBU,Boulder Municipal
WBW,Wilkes-Barre/Wyoming Valley
WCA,Gamboa
WCD,Carosue Dam 
WCH,Chaiten
WCR,Chandalar
WDA,Wadi Ain
WDB,Deep Bay
WDG,Enid Woodring Mun.
WDH,Windhoek 
WDI,Wondai
WDN,Waldron Island
WDR,Winder
WDS,Shiyan Wudangshan 
WDY,Kodiak Fss
WEA,Parker County
WED,Wedau
WEF,Weifang 
WEH,Weihai 
WEI,Weipa 
WEL,Welkom
WEP,Weam
WES,Weasua 
WET,Wagethe
WEW,Wee Waa
WFB,Waterfront SPB
WFD,Woodford
WFI,Fianarantsoa
WFK,Frenchville
WGA,Wagga Wagga 
WGB,Bahawalnagar
WGC,Warangal
WGE,Walgett
WGN,Waitangi
WGO,Winchester Regional
WGP,Waingapu 
WGT,Wangaratta
WGU,Wagau
WGY,Wagny
WHA,Wuhu Xuanzhou 
WHB,Eliwana 
WHD,SPB
WHF,Wadi Halfa
WHH,Hiltons Har H
WHK,Whakatane 
WHL,Welshpool
WHO,Franz Josef
WHP,Whiteman
WHS,Whalsay
WHT,Wharton
WHU,Wuhu
WIB,Wilbarger County
WIC,Wick 
WIE,Air Base
WIK,Surfdale
WIL,Wilson 
WIN,Winton 
WIO,Wilcannia
WIR,Wairoa
WIT,Wittenoom
WIU,Witu
WJA,Woja
WJF,William J Fox
WJR,Wajir 
WJU,Wonju 
WKA,Wanaka
WKB,Warracknabeal
WKF,Waterkloof AFB
WKI,Hwange
WKJ,Hokkaido 
WKK,Aleknagik
WKL,Waikoloa 
WKN,Wakunai
WKR,Walker's Cay
WLA,Wallal
WLB,Labouchere Bay
WLC,Walcha
WLD,Arkansas City
WLE,Miles 
WLG,Wellington 
WLH,Walaha
WLK,Selawik 
WLL,Wollogorang
WLM,Waltham
WLN,Little Naukati
WLO,Waterloo
WLP,West Angelas 
WLR,Loring
WLS,Wallis Island 
WLW,Glenn County
WMA,Mandritsara
WMB,Warrnambool
WMC,Winnemucca
WMD,Mandabe
WME,Mount Keith
WMH,Mountain Home
WMI,Warsaw-Modlin 
WMK,SPB
WML,Malaimbandy
WMN,Maroantsetra
WMO,White Mountain 
WMP,Mampikony
WMR,Mananara
WMT,Zunyi Maotai 
WMV,Madirovalo
WMX,Wamena 
WNA,Napakiak Sea Plane Base
WNC,Naukati Bay SPB
WND,Windarra
WNE,Wora Na Ye
WNH,Wenshan Puzhehei 
WNI,Matahora 
WNN,Wunnummin Lake 
WNP,Naga 
WNR,Windorah
WNS,Nawabshah
WNU,Wanuma
WNZ,Wenzhou Longwan 
WOA,Wonenara
WOD,Wood River
WOE,Woensdrecht
WOG,Woodgreen 
WOK,Wonken
WOL,Wollongong
WON,Wondoola
WOO,Woodchopper
WOR,Moramba
WOS,Wonsan
WOT,Wonan
WOW,Willow
WPA,Puerto Aisen
WPB,Port Berge
WPC,Pincher Creek
WPK,Wrotham Park
WPL,Powell Lake
WPM,Wipim
WPO,North Fork Valley
WPR,Porvenir
WPU,Puerto Williams
WRA,Warder
WRB,Robins AFB
WRE,Whangarei 
WRG,Wrangell 
WRH,Wrench Creek
WRI,Mc Guire AFB
WRL,Worland Municipalcipal
WRN,Windarling 
WRO,Wroclaw 
WRT,Warton Aerodrome
WRW,Warrawagine
WRY,Westray 
WRZ,Wirawila
WSA,Wasua
WSB,SPB
WSD,Condron AAF
WSF,Sarichef
WSG,County
WSH,Brookhaven
WSJ,San Juan SPB
WSK,Chongqing Wushan 
WSM,Wiseman
WSN,South Naknek
WSO,Washabo
WSP,Waspam
WSR,Wasior
WST,Westerly State
WSU,Wasu
WSX,Westsound
WSY,Whitsunday Airstrip
WSZ,Westport 
WTA,Tambohorano
WTB,Toowoomba Wellcamp 
WTC,World Trade Center
WTD,West End
WTE,Wotje Island
WTK,Noatak
WTL,Tuntutuliak
WTN,Waddington RAF Station
WTO,Wotho Island
WTP,Woitape
WTR,White River
WTS,Tsiroanomandidy
WTT,Wantoat
WTZ,Whitianga
WUA,Wuhai 
WUD,Wudinna
WUG,Wau
WUH,Wuhan Tianhe 
WUI,Murrin Murrin 
WUM,Wasum
WUN,Wiluna
WUS,Wuyishan 
WUT,Xinzhou Wutaishan 
WUU,Wau
WUV,Wuvulu Island
WUX,Sunan Shuofang 
WUZ,Changzhoudao
WVB,Rooikop 
WVI,Watsonville
WVK,Manakara
WVL,Robert Lafleur
WVN,Wilhelmshaven
WWA,Wasilla
WWD,Cape May County
WWI,Woodie Woodie
WWK,Boram 
WWP,Whale Pass
WWR,West Woodward
WWT,Newtok
WWY,West Wyalong
WXN,Wanxian 
WYA,Whyalla 
WYB,SPB
WYE,Yengema
WYN,Wyndham
WYS,Yellowstone 
WZA,Wa 
WZQ,Urad Middle Banner
WZY,Paradise Island Seaplane Base
XAA,Yerevan Stadium
XAI,Xinyang Minggang 
XAL,Alamos
XAP,Chapeco 
XAR,Aribinda
XAU,Saul
XAY,Xayabury
XBB,Blubber Bay
XBE,Bearskin Lake
XBG,Bogande
XBJ,Birjand 
XBL,Buno Bedelle
XBN,Biniguni
XBO,Boulsa
XBR,Brockville
XBW,Killineq
XCH,Christmas Island 
XCL,Cluff Lake
XCM,Chatham
XCN,Coron 
XCO,Colac
XCR,Chalons Vatry 
XDE,Diebougou
XDJ,Djibo
XDS,Gare d'Ottawa
XEN,Xingcheng
XEO,Harbour
XEQ,Harbour
XES,Lake Geneva Aire Estates 
XEX,Aerogare
XFN,Xiangyang 
XFW,Hamburg Finkenwerder 
XFZ,Charny
XGA,Gaoua
XGG,Gorom-Gorom
XGL,Granville Lake
XGN,Xangongo
XGR,Kangiqsualujjuaq 
XHN,Guillemins Raiway Stn
XIC,Xichang 
XIE,Xienglom
XIG,Xinguara
XIJ,Ahmed Al Jaber
XIL,Xilinhot 
XIN,Xingning
XIQ,Harbour
XIY,Xianyang 
XJD,Al Udeid AB
XJH,Hong Kong Harbour
XJM,Mangla 
XKA,Kantchari
XKH,Xieng Khouang 
XKO,Kemano
XKS,Kasabonika
XKY,Kaya
XLB,Lac Brochet
XLF,Leaf Bay
XLO,Long Xuyen
XLS,St Louis
XLU,Leo
XLW,Lemwerder
XMA,Maramag
XMC,Mallacoota
XMD,Madison
XMG,Mahendranagar
XMH,Manihi
XMI,Masasi
XML,Minlaton
XMN,Xiamen Gaoqi 
XMP,Macmillan Pass
XMS,Macas
XMY,Yam Island
XNA,Northwest Arkansas Regional
XNG,Quang Ngai
XNH,Nasiriyah 
XNN,Xining Caojiabao 
XNT,Xingtai
XNU,Nouna
XNY,39th Street Ferry
XOF,Stratford Rail Station
XPA,Pama
XPK,Pukatawagan
XPL,Coronel Enrique Soto Cano AB
XPP,Poplar River
XPR,Pine Ridge
XPU,West Kuparuk
XPZ,Harbour
XQP,Quepos 
XQU,Qualicum
XRH,Richmond AFB
XRQ,Xinbarag Youqi Baogede 
XRR,Ross River
XRY,Jerez 
XSB,Sir Bani Yas Island 
XSC,International
XSD,Test Range
XSE,Sebba
XSI,South Indian Lake
XSM,St Marys
XSO,Siocon
XSP,Seletar
XTG,Thargomindah
XTL,Tadoule Lake
XTO,Taroom
XTR,Tara
XTT,Etoile
XUZ,Xuzhou Guanyin 
XVL,Vinh Long
XWA,Williston Basin 
XWZ,Nykoping
XXK,Katrineholm
XYA,Yandina
XYE,Ye
XYP,Avesta Krylbo
XYR,Yellow River
XZA,Zabre
YAA,Anahim Lake
YAB,Arctic Bay
YAC,Cat Lake
YAD,Moose Lake
YAE,Alta Lake
YAF,Asbestos Hill
YAG,Fort Frances Municipal 
YAH,Lagrande 4
YAI,Chillan
YAJ,Lyall Harbour
YAK,Yakutat 
YAL,Alert Bay
YAM,Sault Ste Marie 
YAN,Yangambi
YAO,Yaounde 
YAP,Yap 
YAQ,Maple Bay
YAR,Lagrande 3
YAS,Yasawa Island
YAT,Attawapiskat
YAU,Kattiniq/donaldson
YAV,Miners Bay
YAW,Shearwater
YAX,Angling Lake 
YAY,St Anthony
YAZ,Tofino 
YBA,Banff
YBB,Kugaaruk
YBC,Baie-Comeau 
YBD,New Westminster
YBE,Uranium City
YBF,Bamfield
YBG,Saguenay-Bagotville 
YBH,Bull Harbour
YBI,Black Tickle
YBJ,Baie Johan Beetz
YBK,Baker Lake
YBL,Campbell River 
YBM,Bronson Creek
YBN,Borden
YBO,Bob Quinn Lake
YBP,Yibin Caiba 
YBQ,Telegraph Harbour
YBR,Brandon Municipal 
YBS,Musselwhite
YBT,Brochet
YBV,Berens River 
YBW,Springbank
YBX,Blanc Sablon
YBY,Bonnyville
YCA,Courtenay
YCB,Cambridge Bay 
YCC,Regional
YCD,Nanaimo 
YCE,Centralia
YCF,Cortes Bay
YCG,Castlegar 
YCH,Miramichi
YCI,Caribou Island
YCJ,Cape St James
YCK,Colville Lake
YCL,Charlo
YCM,Niagara District 
YCN,Cochrane
YCO,Kugluktuk 
YCQ,Chetwynd
YCR,Cross Lake
YCS,Chesterfield Inlet
YCT,Coronation
YCU,Yuncheng 
YCV,Cartierville
YCW,Chilliwack Municipalcipal 
YCX,Gagetown
YCY,Clyde River
YCZ,Fairmont Hot Springs
YDA,Dawson City 
YDB,Burwash Landings
YDC,Industrial 
YDE,Paradise River
YDF,Deer Lake Regional 
YDG,Digby
YDH,Daniels Harbour
YDI,Davis Inlet
YDJ,Hatchet Lake
YDK,Main Duck Island
YDL,Dease Lake
YDN,Dauphin
YDO,St Methode
YDP,Nain
YDQ,Dawson Creek
YDR,Broadview
YDS,Desolation Sound
YDT,Boundary Bay 
YDU,Kasba Lake
YDV,Bloodvein
YDW,Obre Lake
YDX,Doc Creek
YEB,Bar River
YEC,Yecheon
YED,Namao Field
YEG,Edmonton 
YEH,Yinchuan Helanshan 
YEI,Yenisehir 
YEK,Arviat
YEL,Elliot Lake
YEM,East Manitoulin
YEN,Estevan
YEO,Yeovilton
YEP,Estevan Point
YEQ,Yenkis
YER,Fort Severn
YES,Yasouj
YET,Edson
YEU,Eureka
YEV,Inuvik Mike Zubko 
YEY,Amos
YFA,Fort Albany
YFB,Iqaluit 
YFC,Fredericton 
YFE,Forestville
YFG,Fontanges
YFH,Fort Hope
YFI,Firebag
YFJ,Snare Lake
YFL,Fort Reliance
YFO,Flin Flon 
YFR,Fort Resolution
YFS,Fort Simpson
YFX,Fox Harbour (St Lewis)
YGA,Gagnon
YGB,Gillies Bay
YGC,Grande Cache
YGE,Gorge Harbor
YGG,Ganges Harbor
YGH,Fort Good Hope
YGJ,Miho 
YGK,Kingston/Norman Rogers 
YGL,La Grande 
YGM,Gimli
YGN,Greenway Sound
YGO,Gods Lake Narrows 
YGP,Michel-Pouliot Gaspe 
YGQ,Geraldton
YGR,Iles De La Madeleine
YGS,Germansen
YGT,Igloolik 
YGV,Havre St Pierre
YGW,Kuujjuarapik 
YGX,Gillam
YGY,Deception
YGZ,Grise Fiord
YHA,Port Hope Simpson
YHB,Hudson Bay
YHC,Hakai Pass
YHD,Dryden Regional 
YHE,Hope
YHF,Hearst
YHG,Charlottetown
YHH,Harbor SPB
YHI,Holman
YHK,Gjoa Haven 
YHM,Hamilton 
YHN,Hornepayne
YHO,Hopedale
YHP,Poplar Hill
YHR,Chevery
YHS,Sechelt
YHT,Haines Junction
YHU,St. Hubert
YHY,Hay River
YHZ,Halifax 
YIA,Yogyakarta 
YIB,Atikokan
YIC,Yichun Mingyueshan 
YIE,Arxan Yiershi 
YIF,Pakuashipi
YIG,Big Bay Marina
YIH,Yichang Sanxia 
YIK,Ivujivik
YIN,Yining 
YIO,Pond Inlet 
YIP,Willow Run 
YIV,Island Lake 
YIW,Yiwu 
YJA,Jasper 
YJF,Fort Liard
YJN,St Jean
YJO,Johnny Mountain
YJP,Jasper-hinton
YJS,Samjiyon
YJT,Stephenville
YKA,Kamloops 
YKC,Collins Bay
YKD,Township 
YKE,Knee Lake
YKF,Region of Waterloo 
YKG,Kangirsuk 
YKH,Yingkou Lanqi 
YKI,Kennosao Lake
YKJ,Key Lake
YKK,Kitkatla
YKL,Schefferville 
YKM,Yakima Air Terminal
YKN,Chan Gurney
YKO,Hakkari-Yi¼ksekova 
YKQ,Waskaganish 
YKS,Yakutsk 
YKT,Klemtu
YKU,Chisasibi
YKX,Kirkland Lake
YKY,Kindersley
YKZ,Buttonville Municipalcipal
YLA,Langara
YLB,Lac Biche
YLC,Kimmirut
YLD,Chapleau
YLE,Wha Ti
YLF,LaForges
YLG,Yalgoo
YLH,Lansdowne House
YLI,Ylivieska
YLJ,Meadow Lake
YLK,Lake Simcoe Regional
YLL,Lloydminster
YLM,Clinton Creek
YLN,Yilan
YLO,Shilo
YLP,Mingan
YLQ,La Tuque
YLR,Leaf Rapids
YLS,Lebel-Sur-Quevillon
YLT,Alert
YLV,Yevlakh 
YLW,Kelowna 
YLX,Long Point
YLY,Langley Regional
YMA,Mayo
YMB,Merritt
YMC,Maricourt Airstrip
YMD,Mould Bay
YME,Matane
YMF,Montagne Harbor
YMG,Manitouwadge
YMH,Mary's Harbour
YMI,Minaki
YMJ,Moose Jaw / Air Vice Marshal C. M. Mcewen 
YMK,Mys-Kamenny
YML,Charlevoix
YMM,Fort McMurray 
YMN,Makkovik 
YMO,Moosonee
YMP,Port McNeil
YMR,Merry Island
YMS,Yurimaguas
YMT,Chibougamau 
YMU,Mansons Landing SPB
YMV,Mary River
YMW,Maniwaki
YMX,Mirabel 
YNA,Natashquan
YNB,Yanbu 
YNC,Wemindji
YND,Gatineau 
YNE,Norway House 
YNF,Deer Lake/Stephenville
YNG,Youngstown
YNH,Hudson Hope
YNI,Nitchequon
YNJ,Yanji Chaoyangchuan 
YNK,Nootka Sound
YNL,Points North Landing
YNM,Matagami
YNN,Yandi
YNO,North Spirit Lake
YNP,Natuashish 
YNR,Arnes
YNS,Nemiscau 
YNT,Yantai Laishan 
YNX,Snap Lake
YNY,Yangyang 
YNZ,Yancheng Nanyang 
YOA,Ekati
YOC,Old Crow
YOD,Cold Lake
YOE,Falher
YOG,Ogoki
YOH,Oxford House
YOI,Opinaca
YOJ,Footner Lake 
YOK,Yokohama
YOL,Yola 
YON,Yongphulla 
YOO,Oshawa
YOP,Rainbow Lake
YOS,Billy Bishop Regional
YOT,Yotvata
YOW,Ottawa 
YOY,Valcartier
YPA,Glass Field
YPB,Port Alberni
YPC,Paulatuk
YPD,Parry Sound
YPE,Peace River
YPG,Portage La Prairie
YPH,Inukjuak
YPI,Port Simpson
YPJ,Aupaluk 
YPL,Pickle Lake
YPM,Pikangikum
YPN,Port Menier
YPO,Peawanuck
YPP,Pine Point
YPQ,Peterborough
YPR,Digby Island 
YPS,Port Hawkesbury
YPT,Pender Harbor
YPW,Powell River
YPX,Puvirnituq
YPY,Fort Chipewyan 
YPZ,Burns Lake
YQA,Muskoka
YQB,Québec
YQC,Quaqtaq
YQD,Clearwater
YQE,Kimberley
YQF,Red Deer Regional 
YQG,Windsor 
YQH,Watson Lake
YQI,Yarmouth
YQJ,April Point SPB
YQK,Kenora 
YQL,Lethbridge 
YQM,Greater Moncton 
YQN,Nakina
YQQ,Comox 
YQR,Regina 
YQS,Pembroke Area Municipalcipal
YQT,Thunder Bay 
YQU,Grande Prairie 
YQV,Yorkton
YQW,North Battleford
YQX,Gander 
YQY,Sydney 
YQZ,Quesnel 
YRA,Rae Lakes
YRB,Resolute Bay 
YRC,Refuge Cove SPB
YRD,Dean River
YRE,Resolution Island
YRF,Cartwright
YRG,Rigolet
YRI,Riviere Du Loup
YRJ,Roberval
YRL,Red Lake 
YRM,Rocky Mountain House
YRN,Rivers Inlet
YRO,Rockcliffe St
YRQ,Trois-Rivieres
YRR,Stuart Island
YRS,Red Sucker Lake
YRT,Rankin Inlet 
YRV,Revelstoke
YSA,Sable Island
YSB,Sudbury 
YSC,Sherbrooke
YSD,Suffield
YSE,Squamish
YSF,Stony Rapids
YSG,Lutselke
YSH,Smith Falls
YSI,Sans Souci
YSJ,Saint John 
YSK,Sanikiluaq 
YSL,St Leonard
YSM,Fort Smith 
YSN,Salmon Arm
YSO,Postville 
YSP,Marathon
YSQ,Spring Island
YSR,Nanisivik
YSS,Slate Island
YST,Ste Therese Point
YSU,Summerside
YSV,Saglek
YSX,Shearwater
YSY,Sachs Harbour
YSZ,Squirrel Cove
YTA,Pembroke And Area 
YTB,Hartley Bay
YTC,Sturdee Valley 
YTD,Thicket Portage
YTE,Cape Dorset
YTF,Alma
YTG,Sullivan Bay
YTH,Thompson
YTI,Triple Island
YTJ,Terrace Bay
YTK,Tulugak
YTL,Big Trout
YTM,La Macaza
YTN,Riviere Au Tonnerre
YTP,Seaplane Base
YTQ,Tasiujuaq 
YTR,Trenton
YTS,Timmins Victor M. Power 
YTT,Tisdale
YTU,Tasu
YTW,Yutian Wanfang 
YTX,Telegraph Creek
YTY,Yangzhou Taizhou 
YTZ,Toronto
YUA,Yuanmou
YUB,Tuktoyaktuk
YUD,Umiujaq
YUE,Yuendumu
YUL,Montréal
YUM,Yuma 
YUS,Yushu Batang 
YUT,Repulse Bay
YUX,Hall Beach
YUY,Rouyn-Noranda 
YVA,Iconi
YVB,Bonaventure
YVC,La Ronge
YVD,Yeva
YVE,Vernon Regional 
YVG,Vermilion
YVM,Qikiqtarjuaq
YVN,Cape Dyer
YVO,Val-d'Or
YVP,Kuujjuaq 
YVQ,Norman Wells
YVR,Vancouver
YVT,Buffalo Narrows
YVV,Wiarton/Keppel 
YVZ,Deer Lake
YWA,Petawawa
YWB,Kangiqsujuaq 
YWF,Downtown Waterfront Heliport
YWG,Winnipeg
YWH,Victoria Inner Harbour 
YWJ,Deline
YWK,Wabush 
YWL,Williams Lake 
YWM,Williams Harbour
YWN,Winisk
YWO,Lupin
YWP,Webequie
YWQ,Chute-Des-Passes
YWR,White River
YWS,Whistler
YWY,Wrigley
YXC,Canadian Rockies 
YXD,Edmonton
YXE,Saskatoon 
YXF,Snake River
YXH,Medicine Hat Regional 
YXI,Killaloe
YXJ,North Peace Regional 
YXK,Rimouski
YXL,Sioux Lookout 
YXN,Whale Cove
YXP,Pangnirtung 
YXQ,Beaver Creek
YXR,Earlton
YXS,Prince George 
YXT,Northwest Regional 
YXU,London 
YXX,Abbotsford 
YXY,Whitehorse 
YXZ,Wawa 
YYA,Big Bay Yacht Club
YYB,Jack Garland 
YYC,Calgary 
YYD,Smithers 
YYE,Northern Rockies Regional 
YYF,Penticton 
YYG,Charlottetown 
YYH,Taloyoak
YYI,Rivers
YYJ,Victoria 
YYL,Lynn Lake
YYM,Cowley
YYN,Swift Current
YYQ,Churchill 
YYR,Goose Bay 
YYT,St. John's 
YYU,Kapuskasing 
YYW,Armstrong
YYY,Mont Joli 
YYZ,Toronto 
YZA,Ashcroft
YZC,Beatton River
YZE,Gore Bay
YZF,Yellowknife 
YZG,Salluit
YZH,Slave Lake
YZM,Buchans
YZP,Sandspit 
YZR,Sarnia 
YZS,Coral Harbour 
YZT,Port Hardy 
YZU,Whitecourt
YZV,Sept-Iles 
YZW,Teslin
YZX,Greenwood
YZY,Zhangye Ganzhou 
YZZ,Trail Regional 
ZAA,Alice Arm
ZAC,York Landing
ZAD,Zadar 
ZAG,Zagreb
ZAH,Zahedan 
ZAJ,Zaranj
ZAL,Pichoy 
ZAM,Zamboanga 
ZAO,Laberandie
ZAR,Zaria
ZAT,Zhaotong 
ZAZ,Zaragoza 
ZBE,Dolni Benesov
ZBF,Bathurst 
ZBK,Zabljak
ZBL,Biloela
ZBM,Bromont
ZBO,Bowen
ZBR,Chah-Bahar 
ZBU,Aarhus Limo
ZBY,Sayaboury
ZCL,La Calera 
ZCO,Temuco 
ZDY,Delma Island 
ZEC,Secunda
ZEG,Senggo
ZEL,Bella Bella 
ZEM,East Main
ZEN,Zenag
ZER,Zero
ZFA,Faro
ZFB,Old Fort Bay
ZFD,Fond-du-Lac 
ZFL,South Trout Lake
ZFM,Fort Mcpherson
ZFN,Tulita
ZFU,Aruja
ZFW,Fairview
ZFZ,Buffalo Depew Rr
ZGF,Grand Forks
ZGI,Gods River 
ZGL,South Galway
ZGM,Ngoma
ZGR,Little Grand Rapids
ZGS,Gethsemani
ZGU,Gaua
ZGY,Kuching Port
ZHA,Zhanjiang 
ZHI,Grenchen
ZHM,Shamshernagar
ZHP,High Prairie
ZHY,Zhongwei 
ZIA,Zhukovsky 
ZIC,Victoria
ZIE,Harbour (Eolie Island)
ZIG,Ziguinchor
ZIH,Ixtapa/Zihuatanejo Internacional 
ZIP,Harbour (Eolie Island)
ZIS,Alzintan 
ZIX,Zhigansk 
ZIZ,Zamzama
ZJG,Jenpeg
ZJN,Swan River
ZJT,Tanjung Pelepas Port
ZKB,Kasaba Bay
ZKE,Kaschechewan
ZKG,Kegaska
ZKL,Steenkool
ZKM,Sette Cama
ZKP,Zyryanka 
ZLG,El Gouera
ZLO,Manzanillo 
ZLT,La Tabatiere
ZLW,Pasir Gudang Port
ZLX,Zalingei 
ZMD,Sena Madureira
ZMH,South Cariboo Regional 
ZML,Milwaukee General Mitchell
ZMM,Zamora
ZMT,Masset 
ZMY,Harbour
ZNA,Nanaimo Harbour
ZNC,Nyac
ZND,Zinder
ZNE,Newman 
ZNU,Namu
ZNZ,Zanzibar 
ZOF,Ocean Falls
ZOS,Canal Bajo 
ZPB,Sachigo Lake 
ZPC,Pucon
ZPH,Zephyrhills
ZPO,Pine House
ZQF,Fohren
ZQN,Queenstown 
ZQS,Queen Charlotte Island
ZQW,Zweibruecken 
ZQZ,Zhangjiakou Ningyuan 
ZRH,Zurich 
ZRI,Serui
ZRJ,Round Lake 
ZRM,Sarmi
ZSA,San Salvador 
ZSE,St Pierre dela Reunion
ZSJ,Sandy Lake
ZSP,St Paul
ZSS,Sassandra
ZST,Stewart
ZSW,Seal Cove
ZTA,Tureira
ZTB,Tete-a-La Baleine
ZTH,Zakinthos 
ZTM,Shamattawa 
ZTR,Zhitomir 
ZTS,Tahsis
ZTU,Zaqatala
ZUC,Ignace
ZUD,Ancud
ZUH,Zhuhai Jinwan 
ZUL,Zilfi
ZUM,Churchill Falls
ZVA,Miandrivazo
ZVG,Springvale
ZVK,Savannakhet
ZWA,Andapa
ZWL,Wollaston Lake
ZWR,Kota Kinabalu Port
ZXT,Heydar Aliyev
ZYD,Lisbon TP
ZYF,Faro TP
ZYI,Zunyi Xinzhou 
ZYL,Civil 
ZZE,Zangilan 
ZZN,Nationaltheatret RailS
ZZO,Zonalnoye
ZZU,Mzuzu
ZZV,Zanesville
